,date,sales
2,2023-10-10 10:14:49,100
3,2023-10-10 10:18:28,100
4,2023-10-10 10:25:04,100
5,2023-10-10 10:28:36,200
6,2023-10-10 10:35:03,100
7,2023-10-10 10:51:34,200
22,2023-10-11 08:01:53,200
23,2023-10-11 08:49:10,100
24,2023-10-11 08:56:17,100
25,2023-10-12 12:22:25,100
27,2023-10-13 01:52:06,100
28,2023-10-13 01:59:19,100
29,2023-10-13 02:08:22,100
30,2023-10-13 02:27:47,100
31,2023-10-13 02:58:39,100
32,2023-10-13 05:25:51,100
33,2023-10-13 05:25:53,100
34,2023-10-13 05:25:59,200
35,2023-10-13 05:26:00,100
36,2023-10-13 05:26:01,100
26,2023-10-13 11:24:50,100
41,2023-10-16 01:45:12,100
42,2023-10-16 01:49:01,100
43,2023-10-16 01:52:13,100
44,2023-10-16 02:39:07,100
45,2023-10-16 08:18:15,100
46,2023-10-16 09:40:38,100
37,2023-10-16 10:39:55,100
38,2023-10-16 11:18:01,100
39,2023-10-16 11:22:22,100
40,2023-10-16 11:39:03,100
62,2023-10-17 01:02:33,200
63,2023-10-17 01:15:59,100
64,2023-10-17 01:19:23,100
65,2023-10-17 01:21:56,100
66,2023-10-17 01:23:15,100
67,2023-10-17 01:28:05,200
68,2023-10-17 01:30:55,100
69,2023-10-17 01:33:00,100
70,2023-10-17 01:34:40,100
71,2023-10-17 01:44:00,300
72,2023-10-17 01:47:02,100
73,2023-10-17 07:10:07,100
74,2023-10-17 07:36:52,100
75,2023-10-17 07:40:56,16
76,2023-10-17 07:43:03,100
77,2023-10-17 07:45:38,12
78,2023-10-17 07:47:01,100
79,2023-10-17 07:52:23,16
80,2023-10-17 08:03:10,100
81,2023-10-17 08:13:45,100
82,2023-10-17 08:15:04,100
83,2023-10-17 08:23:24,100
84,2023-10-17 08:26:15,200
85,2023-10-17 08:30:04,100
86,2023-10-17 08:35:24,100
87,2023-10-17 08:50:38,100
88,2023-10-17 08:52:15,100
89,2023-10-17 09:41:48,100
47,2023-10-17 10:15:17,100
48,2023-10-17 10:19:42,100
49,2023-10-17 10:34:29,100
50,2023-10-17 10:42:55,100
51,2023-10-17 10:48:35,100
52,2023-10-17 10:53:05,100
53,2023-10-17 10:57:53,200
54,2023-10-17 11:23:11,100
55,2023-10-17 11:25:40,100
56,2023-10-17 12:06:02,100
57,2023-10-17 12:26:12,100
58,2023-10-17 12:49:27,100
59,2023-10-17 12:52:23,100
60,2023-10-17 12:56:58,100
61,2023-10-17 12:59:35,300
97,2023-10-18 07:10:24,100
98,2023-10-18 07:25:05,200
99,2023-10-18 07:33:33,100
100,2023-10-18 08:38:48,100
101,2023-10-18 09:29:25,100
102,2023-10-18 09:45:45,100
90,2023-10-18 10:19:13,100
91,2023-10-18 11:03:44,100
92,2023-10-18 11:34:37,100
93,2023-10-18 11:52:00,100
94,2023-10-18 12:40:59,100
95,2023-10-18 12:51:32,100
96,2023-10-18 12:56:36,35
108,2023-10-19 01:51:05,100
109,2023-10-19 01:54:38,200
110,2023-10-19 01:58:35,100
111,2023-10-19 02:01:07,200
112,2023-10-19 02:01:45,100
113,2023-10-19 02:06:42,72
114,2023-10-19 02:20:42,100
115,2023-10-19 02:22:19,100
116,2023-10-19 02:29:36,100
117,2023-10-19 02:32:51,100
118,2023-10-19 02:58:23,100
119,2023-10-19 03:01:55,80
120,2023-10-19 06:59:12,100
121,2023-10-19 07:03:37,100
122,2023-10-19 07:08:51,100
123,2023-10-19 07:14:51,100
124,2023-10-19 07:20:38,100
125,2023-10-19 07:44:34,100
126,2023-10-19 07:48:46,100
127,2023-10-19 09:47:13,200
103,2023-10-19 10:20:14,100
104,2023-10-19 10:59:22,100
105,2023-10-19 11:31:15,55
106,2023-10-19 11:53:37,80
107,2023-10-19 12:28:32,100
134,2023-10-20 01:29:23,15
135,2023-10-20 02:18:17,72
136,2023-10-20 02:23:43,200
137,2023-10-20 07:17:55,100
138,2023-10-20 07:34:32,72
139,2023-10-20 07:41:36,100
140,2023-10-20 07:51:12,16
141,2023-10-20 08:24:32,72
142,2023-10-20 08:25:22,100
143,2023-10-20 08:25:34,100
144,2023-10-20 08:38:21,100
145,2023-10-20 08:50:09,300
146,2023-10-20 08:52:53,498
128,2023-10-20 10:22:09,180
129,2023-10-20 10:45:16,100
130,2023-10-20 10:53:32,100
131,2023-10-20 10:54:34,30
132,2023-10-20 10:56:01,55
133,2023-10-20 12:19:09,1
152,2023-10-21 09:35:01,112
147,2023-10-21 10:40:52,100
148,2023-10-21 11:00:41,35
149,2023-10-21 11:10:38,35
150,2023-10-21 11:27:12,55
151,2023-10-21 11:41:36,10
170,2023-10-23 01:19:28,72
171,2023-10-23 01:19:35,100
172,2023-10-23 01:24:40,100
173,2023-10-23 01:41:00,100
174,2023-10-23 01:44:04,100
175,2023-10-23 01:51:10,100
176,2023-10-23 01:56:01,100
177,2023-10-23 01:57:55,100
178,2023-10-23 01:58:00,100
179,2023-10-23 01:59:48,100
180,2023-10-23 01:59:50,100
181,2023-10-23 02:05:28,100
182,2023-10-23 02:08:33,100
183,2023-10-23 02:08:40,100
184,2023-10-23 02:12:40,100
185,2023-10-23 02:13:10,100
186,2023-10-23 02:13:32,100
187,2023-10-23 02:20:29,200
188,2023-10-23 02:21:45,200
189,2023-10-23 02:28:21,100
190,2023-10-23 02:29:29,100
191,2023-10-23 02:51:26,2
192,2023-10-23 07:12:03,32
193,2023-10-23 07:13:07,300
194,2023-10-23 07:27:20,100
195,2023-10-23 07:54:18,88
196,2023-10-23 08:41:40,100
197,2023-10-23 09:50:30,100
198,2023-10-23 09:52:32,100
153,2023-10-23 10:22:18,100
154,2023-10-23 10:32:10,100
155,2023-10-23 10:35:16,100
156,2023-10-23 10:54:52,100
157,2023-10-23 11:02:36,100
158,2023-10-23 11:08:17,48
159,2023-10-23 11:08:22,100
160,2023-10-23 11:20:39,100
161,2023-10-23 11:26:59,13
162,2023-10-23 11:27:02,4
163,2023-10-23 11:33:00,100
164,2023-10-23 11:45:00,100
165,2023-10-23 11:54:46,100
166,2023-10-23 11:58:18,100
167,2023-10-23 11:58:40,100
168,2023-10-23 11:58:55,100
169,2023-10-23 12:56:38,100
212,2023-10-24 01:12:25,100
213,2023-10-24 01:13:14,100
214,2023-10-24 01:16:20,100
215,2023-10-24 01:29:28,100
216,2023-10-24 01:32:02,100
217,2023-10-24 01:32:16,100
218,2023-10-24 01:32:27,28
219,2023-10-24 01:35:53,100
220,2023-10-24 01:40:01,100
221,2023-10-24 01:42:20,64
222,2023-10-24 01:56:55,45
223,2023-10-24 01:57:38,55
224,2023-10-24 01:57:57,100
225,2023-10-24 01:59:30,100
226,2023-10-24 02:11:54,499
227,2023-10-24 02:11:56,1
228,2023-10-24 02:19:58,100
229,2023-10-24 02:20:37,47
230,2023-10-24 02:21:36,100
231,2023-10-24 02:32:14,100
232,2023-10-24 02:39:18,36
233,2023-10-24 02:40:06,100
234,2023-10-24 02:44:03,98
235,2023-10-24 02:49:02,100
236,2023-10-24 02:49:08,100
237,2023-10-24 02:49:59,100
238,2023-10-24 02:50:04,100
239,2023-10-24 02:53:12,100
240,2023-10-24 02:53:46,100
241,2023-10-24 03:01:00,100
242,2023-10-24 03:04:10,100
243,2023-10-24 03:04:48,100
244,2023-10-24 03:07:19,100
245,2023-10-24 03:07:36,100
246,2023-10-24 03:07:38,100
247,2023-10-24 03:07:43,100
248,2023-10-24 03:08:12,100
249,2023-10-24 03:16:03,12
250,2023-10-24 07:31:13,35
251,2023-10-24 07:31:14,200
252,2023-10-24 07:32:51,100
253,2023-10-24 07:50:45,100
254,2023-10-24 08:03:22,100
255,2023-10-24 08:17:09,100
256,2023-10-24 08:20:28,100
257,2023-10-24 08:57:27,100
199,2023-10-24 10:04:25,100
200,2023-10-24 10:12:16,100
201,2023-10-24 10:24:54,100
202,2023-10-24 10:43:30,100
203,2023-10-24 10:43:33,100
204,2023-10-24 10:45:33,100
205,2023-10-24 11:15:10,100
206,2023-10-24 11:47:21,100
207,2023-10-24 12:31:24,100
208,2023-10-24 12:41:23,36
209,2023-10-24 12:54:29,100
210,2023-10-24 12:58:07,100
211,2023-10-24 12:59:38,100
277,2023-10-25 01:00:42,100
278,2023-10-25 01:04:33,100
279,2023-10-25 01:09:31,100
280,2023-10-25 01:12:00,100
281,2023-10-25 01:14:54,100
282,2023-10-25 01:16:58,100
283,2023-10-25 01:32:04,100
284,2023-10-25 01:39:48,100
285,2023-10-25 01:44:55,100
286,2023-10-25 01:46:41,100
287,2023-10-25 01:49:59,100
288,2023-10-25 01:55:05,100
289,2023-10-25 02:00:21,100
290,2023-10-25 02:02:18,100
291,2023-10-25 02:14:02,100
292,2023-10-25 02:31:57,100
293,2023-10-25 03:05:41,100
294,2023-10-25 07:13:59,72
295,2023-10-25 07:14:02,56
296,2023-10-25 07:14:09,72
297,2023-10-25 07:14:25,100
298,2023-10-25 07:20:59,100
299,2023-10-25 07:53:57,100
300,2023-10-25 08:00:18,100
301,2023-10-25 08:21:54,100
302,2023-10-25 08:32:19,100
303,2023-10-25 08:32:22,100
304,2023-10-25 09:04:57,100
305,2023-10-25 09:05:11,100
306,2023-10-25 09:49:41,100
258,2023-10-25 10:09:25,100
259,2023-10-25 10:17:23,100
260,2023-10-25 10:18:34,100
261,2023-10-25 10:27:10,100
262,2023-10-25 10:29:11,100
263,2023-10-25 10:49:58,100
264,2023-10-25 11:08:21,100
265,2023-10-25 11:24:43,100
266,2023-10-25 11:24:52,100
267,2023-10-25 11:26:56,100
268,2023-10-25 11:28:53,100
269,2023-10-25 11:30:48,100
270,2023-10-25 11:32:31,100
271,2023-10-25 11:32:44,100
272,2023-10-25 11:52:13,100
273,2023-10-25 12:40:45,100
274,2023-10-25 12:43:41,100
275,2023-10-25 12:49:27,100
276,2023-10-25 12:57:56,100
317,2023-10-26 01:29:36,100
318,2023-10-26 01:55:58,19
319,2023-10-26 01:58:54,16
320,2023-10-26 02:20:13,55
321,2023-10-26 02:20:18,64
322,2023-10-26 02:20:23,20
323,2023-10-26 02:24:33,100
324,2023-10-26 02:48:03,64
325,2023-10-26 02:48:59,100
326,2023-10-26 02:58:07,100
327,2023-10-26 07:30:01,100
328,2023-10-26 07:50:38,45
329,2023-10-26 07:57:02,100
330,2023-10-26 07:57:54,100
331,2023-10-26 07:59:40,100
332,2023-10-26 08:05:31,100
333,2023-10-26 08:10:47,100
334,2023-10-26 08:22:39,100
335,2023-10-26 08:42:55,100
336,2023-10-26 09:36:00,100
307,2023-10-26 10:18:51,100
308,2023-10-26 10:22:50,100
309,2023-10-26 10:23:30,100
310,2023-10-26 10:29:35,100
311,2023-10-26 10:59:00,100
312,2023-10-26 11:19:12,100
313,2023-10-26 11:40:27,100
314,2023-10-26 11:40:35,100
315,2023-10-26 12:37:40,100
316,2023-10-26 12:45:48,100
346,2023-10-27 01:00:20,100
347,2023-10-27 01:11:51,100
348,2023-10-27 01:19:52,100
349,2023-10-27 01:21:17,100
350,2023-10-27 01:36:37,100
351,2023-10-27 07:22:45,100
352,2023-10-27 07:24:20,100
353,2023-10-27 07:30:44,100
354,2023-10-27 08:03:24,100
355,2023-10-27 08:08:10,100
356,2023-10-27 08:12:06,100
357,2023-10-27 08:25:34,100
358,2023-10-27 08:32:15,100
359,2023-10-27 08:35:40,100
360,2023-10-27 08:38:18,100
361,2023-10-27 08:43:58,100
362,2023-10-27 08:54:00,100
363,2023-10-27 09:11:15,100
364,2023-10-27 09:13:14,100
365,2023-10-27 09:15:16,100
366,2023-10-27 09:19:03,100
367,2023-10-27 09:41:50,100
368,2023-10-27 09:46:23,100
369,2023-10-27 09:51:08,100
370,2023-10-27 09:57:25,100
337,2023-10-27 10:01:03,100
338,2023-10-27 10:02:23,100
339,2023-10-27 10:03:47,100
340,2023-10-27 10:17:34,100
341,2023-10-27 10:28:56,100
342,2023-10-27 10:37:50,100
343,2023-10-27 10:42:35,100
344,2023-10-27 10:55:13,100
345,2023-10-27 11:05:14,100
374,2023-10-30 01:22:46,100
375,2023-10-30 02:12:01,100
376,2023-10-30 02:27:50,100
371,2023-10-30 10:29:20,100
372,2023-10-30 11:48:49,20
373,2023-10-30 12:13:13,45
399,2023-10-31 01:01:38,100
400,2023-10-31 01:07:19,100
401,2023-10-31 01:07:43,100
402,2023-10-31 01:08:54,100
403,2023-10-31 01:10:10,100
404,2023-10-31 01:12:47,100
405,2023-10-31 01:21:26,100
406,2023-10-31 01:21:55,100
407,2023-10-31 01:24:33,100
408,2023-10-31 01:24:39,100
409,2023-10-31 01:37:30,100
410,2023-10-31 01:51:01,100
411,2023-10-31 01:53:12,100
412,2023-10-31 01:53:21,100
413,2023-10-31 01:54:10,100
414,2023-10-31 01:55:42,100
415,2023-10-31 02:07:57,100
416,2023-10-31 02:10:00,100
417,2023-10-31 02:36:31,100
418,2023-10-31 02:36:32,100
419,2023-10-31 02:40:31,100
420,2023-10-31 02:40:44,100
421,2023-10-31 02:41:20,100
422,2023-10-31 02:41:47,100
423,2023-10-31 02:41:50,100
424,2023-10-31 02:42:10,100
425,2023-10-31 02:46:38,100
426,2023-10-31 02:48:38,100
427,2023-10-31 02:50:25,100
428,2023-10-31 02:54:32,100
429,2023-10-31 07:36:50,100
430,2023-10-31 07:53:03,100
431,2023-10-31 08:12:04,100
432,2023-10-31 08:12:19,100
433,2023-10-31 08:25:26,100
434,2023-10-31 08:42:44,100
435,2023-10-31 08:45:49,100
436,2023-10-31 08:48:42,100
377,2023-10-31 10:14:25,100
378,2023-10-31 10:46:37,100
379,2023-10-31 10:49:17,100
380,2023-10-31 10:51:16,100
381,2023-10-31 10:57:42,100
382,2023-10-31 10:58:09,100
383,2023-10-31 11:01:15,100
384,2023-10-31 11:03:24,100
385,2023-10-31 11:10:38,100
386,2023-10-31 11:17:17,100
387,2023-10-31 11:24:16,100
388,2023-10-31 11:25:08,100
389,2023-10-31 11:29:34,100
390,2023-10-31 11:31:57,100
391,2023-10-31 11:39:02,100
392,2023-10-31 11:43:37,100
393,2023-10-31 12:03:35,100
394,2023-10-31 12:07:14,100
395,2023-10-31 12:07:17,100
396,2023-10-31 12:23:09,100
397,2023-10-31 12:42:34,100
398,2023-10-31 12:45:03,100
562,2023-11-01 02:10:04,20
563,2023-11-01 02:48:53,100
564,2023-11-01 08:34:28,100
565,2023-11-01 08:36:53,100
566,2023-11-01 08:38:14,100
567,2023-11-01 08:46:01,100
568,2023-11-01 08:53:35,100
569,2023-11-01 08:55:40,100
570,2023-11-01 09:04:18,100
571,2023-11-01 09:34:11,100
572,2023-11-01 09:40:24,100
573,2023-11-01 09:40:36,100
557,2023-11-01 10:00:18,100
558,2023-11-01 10:29:10,100
559,2023-11-01 11:24:23,100
560,2023-11-01 11:49:07,100
561,2023-11-01 12:33:23,100
598,2023-11-02 02:39:49,12
596,2023-11-02 11:14:34,20
597,2023-11-02 11:34:46,100
646,2023-11-03 03:24:18,100
647,2023-11-03 07:27:07,100
653,2023-11-06 09:12:48,100
652,2023-11-06 11:01:31,100
655,2023-11-07 09:31:46,100
654,2023-11-07 10:36:53,100
668,2023-11-08 01:46:33,100
669,2023-11-08 01:46:38,100
670,2023-11-08 01:47:36,100
671,2023-11-08 02:04:19,100
672,2023-11-08 02:14:24,100
673,2023-11-08 02:14:40,100
674,2023-11-08 02:15:32,100
675,2023-11-08 02:20:38,100
676,2023-11-08 02:26:41,100
677,2023-11-08 02:46:39,100
678,2023-11-08 03:49:07,100
679,2023-11-08 04:07:30,100
680,2023-11-08 08:36:09,100
681,2023-11-08 09:47:30,100
656,2023-11-08 10:00:05,100
657,2023-11-08 11:44:18,100
658,2023-11-08 12:11:23,100
659,2023-11-08 12:15:54,100
660,2023-11-08 12:27:10,100
661,2023-11-08 12:31:34,100
662,2023-11-08 12:35:37,100
663,2023-11-08 12:38:05,100
664,2023-11-08 12:41:11,100
665,2023-11-08 12:41:31,100
666,2023-11-08 12:47:01,100
667,2023-11-08 12:47:06,100
696,2023-11-09 08:21:28,100
697,2023-11-09 08:21:43,100
698,2023-11-09 08:26:44,100
699,2023-11-09 08:28:40,100
700,2023-11-09 08:45:53,100
701,2023-11-09 08:49:01,100
702,2023-11-09 09:00:44,100
703,2023-11-09 09:04:33,100
704,2023-11-09 09:29:04,100
682,2023-11-09 10:39:21,100
683,2023-11-09 11:20:18,100
684,2023-11-09 11:24:22,100
685,2023-11-09 11:25:45,100
686,2023-11-09 11:30:49,100
687,2023-11-09 11:37:36,100
688,2023-11-09 12:00:04,100
689,2023-11-09 12:07:26,100
690,2023-11-09 12:13:04,100
691,2023-11-09 12:19:03,100
692,2023-11-09 12:25:33,100
693,2023-11-09 12:25:41,100
694,2023-11-09 12:28:36,100
695,2023-11-09 12:38:38,100
575,2023-11-10 01:49:20,100
574,2023-11-10 12:53:35,100
576,2023-11-13 01:46:16,100
578,2023-11-14 03:20:47,100
579,2023-11-14 09:32:26,100
580,2023-11-14 09:38:29,100
577,2023-11-14 12:20:38,100
587,2023-11-15 01:48:37,100
588,2023-11-15 01:55:21,100
589,2023-11-15 03:13:38,100
590,2023-11-15 09:13:44,100
581,2023-11-15 11:04:59,100
582,2023-11-15 11:30:30,100
583,2023-11-15 11:46:58,100
584,2023-11-15 12:02:42,100
585,2023-11-15 12:14:42,100
586,2023-11-15 12:31:12,100
591,2023-11-16 01:42:24,100
592,2023-11-16 01:50:12,100
593,2023-11-16 02:06:18,100
594,2023-11-16 08:22:40,100
595,2023-11-16 09:00:41,100
599,2023-11-20 02:24:52,100
600,2023-11-20 02:29:16,100
601,2023-11-20 02:29:44,100
602,2023-11-20 02:54:56,100
603,2023-11-20 04:11:50,100
609,2023-11-21 01:15:38,100
610,2023-11-21 01:15:49,100
611,2023-11-21 01:17:27,100
612,2023-11-21 02:02:42,100
613,2023-11-21 02:18:03,100
614,2023-11-21 02:50:42,100
615,2023-11-21 02:50:55,100
616,2023-11-21 02:54:34,100
617,2023-11-21 03:00:13,100
618,2023-11-21 03:28:25,100
604,2023-11-21 11:37:26,100
605,2023-11-21 12:01:09,100
606,2023-11-21 12:07:32,100
607,2023-11-21 12:15:08,100
608,2023-11-21 12:43:29,100
621,2023-11-22 04:04:22,100
622,2023-11-22 07:23:34,100
623,2023-11-22 07:44:45,100
624,2023-11-22 08:05:08,100
625,2023-11-22 08:10:40,100
626,2023-11-22 08:16:08,100
627,2023-11-22 08:18:44,100
619,2023-11-22 10:59:58,100
620,2023-11-22 11:00:42,100
636,2023-11-24 02:03:06,100
637,2023-11-24 02:36:21,100
638,2023-11-24 08:48:05,100
628,2023-11-24 10:54:33,100
629,2023-11-24 11:01:15,100
630,2023-11-24 11:14:43,100
631,2023-11-24 11:16:46,100
632,2023-11-24 11:40:51,100
633,2023-11-24 11:46:24,100
634,2023-11-24 12:16:35,100
635,2023-11-24 12:37:33,100
640,2023-11-27 09:31:52,100
639,2023-11-27 12:54:20,100
641,2023-11-28 11:32:40,100
642,2023-11-28 12:20:26,100
643,2023-11-28 12:47:27,100
644,2023-11-29 09:16:26,100
645,2023-11-29 09:17:07,100
649,2023-11-30 08:53:11,100
650,2023-11-30 09:11:12,100
651,2023-11-30 09:13:07,100
648,2023-11-30 11:46:56,100
705,2023-12-01 02:05:10,100
706,2023-12-01 02:39:19,100
707,2023-12-02 11:14:40,100
708,2023-12-02 11:15:47,100
709,2023-12-04 03:18:22,100
710,2023-12-04 03:39:51,100
711,2023-12-04 03:39:53,100
712,2023-12-04 03:39:54,100
713,2023-12-04 03:39:59,100
715,2023-12-05 07:18:13,100
716,2023-12-05 07:22:52,100
714,2023-12-05 10:57:52,100
717,2023-12-06 08:40:36,100
718,2023-12-06 08:50:39,100
719,2023-12-06 09:33:08,100
720,2023-12-06 09:43:44,100
721,2023-12-08 11:50:13,100
722,2023-12-09 09:20:01,100
