date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2023-10-07 02:27:34,300,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-07 02:29:46,100,-200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-07 02:30:41,300,200.0,-200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 02:30:57,200,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 02:32:39,200,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 02:34:11,100,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 02:38:23,100,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 02:42:55,100,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0,0.0,0.0
2023-10-07 02:43:01,200,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0,0.0
2023-10-07 02:50:41,100,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0,0.0
2023-10-07 02:51:11,100,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0,0.0
2023-10-07 02:52:56,100,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0,100.0
2023-10-07 02:56:16,100,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0,100.0
2023-10-07 02:56:18,100,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0,-200.0
2023-10-07 02:57:26,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0,200.0
2023-10-07 03:02:09,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0,-100.0
2023-10-07 07:50:27,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0,0.0
2023-10-07 08:09:22,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,-100.0
2023-10-07 08:21:10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-07 08:43:15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0
2023-10-07 08:57:44,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-07 09:40:47,200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-07 09:56:30,200,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 09:56:51,200,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 09:59:31,100,-100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 10:08:16,100,0.0,-100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 10:41:06,100,0.0,0.0,-100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 11:01:57,300,200.0,0.0,0.0,-100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 11:04:03,100,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-07 11:19:49,300,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2023-10-07 11:31:24,100,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0,100.0,0.0,0.0,0.0
2023-10-07 11:34:54,200,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0,100.0,0.0,0.0
2023-10-07 11:48:57,100,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0,100.0,0.0
2023-10-07 11:49:54,100,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0,100.0
2023-10-07 11:55:34,100,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0,0.0
2023-10-07 12:02:06,100,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0,0.0
2023-10-07 12:28:15,100,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0,-100.0
2023-10-07 12:41:23,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0,0.0
2023-10-07 12:53:57,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0,0.0
2023-10-07 12:55:59,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0,200.0
2023-10-07 12:57:23,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0,-200.0
2023-10-09 01:54:34,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0,200.0
2023-10-09 07:12:33,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,-200.0
2023-10-09 07:20:28,200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-09 07:23:36,100,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-09 07:26:30,100,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:28:26,100,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:30:24,100,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:31:38,100,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:33:07,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:35:14,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:37:25,300,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0
2023-10-09 07:38:37,300,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0
2023-10-09 07:38:45,100,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-09 07:39:50,100,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0
2023-10-09 07:40:17,200,100.0,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-09 07:42:27,100,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-09 07:44:23,300,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:45:19,100,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 07:48:40,100,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0,0.0,0.0,0.0
2023-10-09 07:55:18,100,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0,0.0,0.0
2023-10-09 07:55:31,100,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0,0.0
2023-10-09 07:56:49,100,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0,0.0
2023-10-09 07:57:15,100,0.0,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0,200.0
2023-10-09 08:01:51,300,200.0,0.0,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0,0.0
2023-10-09 08:06:23,100,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0,-200.0
2023-10-09 08:09:23,100,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0,0.0
2023-10-09 08:11:46,100,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0,100.0
2023-10-09 08:19:33,100,0.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,-200.0,200.0,-100.0
2023-10-09 08:20:44,100,0.0,0.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,-200.0,200.0
2023-10-09 08:24:42,300,200.0,0.0,0.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,-200.0
2023-10-09 08:27:20,100,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 08:29:13,100,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0
2023-10-09 08:29:37,100,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0
2023-10-09 08:33:57,300,200.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0,200.0,0.0,0.0
2023-10-09 08:36:33,100,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0,200.0,0.0
2023-10-09 08:36:38,100,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0,200.0
2023-10-09 08:58:02,200,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0,-200.0
2023-10-09 09:30:58,100,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0,0.0
2023-10-09 09:32:19,100,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0,0.0,0.0
2023-10-09 10:11:24,100,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0,0.0
2023-10-09 10:18:14,100,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0,0.0
2023-10-09 10:19:50,100,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0,200.0
2023-10-09 10:23:04,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0,-200.0
2023-10-09 10:25:14,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,0.0
2023-10-09 10:27:19,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0
2023-10-09 10:27:55,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0
2023-10-09 10:28:24,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,-200.0
2023-10-09 10:30:13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0
2023-10-09 10:34:01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-09 11:18:07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-09 11:50:14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-09 12:57:53,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 07:58:09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 08:33:30,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 08:41:46,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 08:57:19,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:42:40,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:43:29,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:47:32,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:54:18,200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:55:00,300,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:55:48,200,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:56:37,100,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:57:23,100,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:58:13,300,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 09:59:19,100,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 10:05:41,100,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-10 10:12:19,200,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0,0.0
2023-10-10 10:14:49,100,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0,0.0
2023-10-10 10:18:28,100,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0,0.0
2023-10-10 10:25:04,100,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0,0.0
2023-10-10 10:28:36,200,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0,100.0
2023-10-10 10:35:03,100,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0,100.0
2023-10-10 10:51:34,200,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0,-100.0
2023-10-11 08:01:53,200,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0,-100.0
2023-10-11 08:49:10,100,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0,0.0
2023-10-11 08:56:17,100,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0,200.0
2023-10-12 12:22:25,100,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0,-200.0
2023-10-13 01:52:06,100,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0,0.0
2023-10-13 01:59:19,100,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0,100.0
2023-10-13 02:08:22,100,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0,-100.0
2023-10-13 02:27:47,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0,0.0
2023-10-13 02:58:39,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0,0.0
2023-10-13 05:25:51,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0,100.0
2023-10-13 05:25:53,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0,-100.0
2023-10-13 05:25:59,200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,100.0
2023-10-13 05:26:00,100,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0
2023-10-13 05:26:01,100,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-13 11:24:50,100,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16 01:45:12,100,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16 01:49:01,100,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16 01:52:13,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-16 02:39:07,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-16 08:18:15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0
2023-10-16 09:40:38,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0
2023-10-16 10:39:55,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-16 11:18:01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0
2023-10-16 11:22:22,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-16 11:39:03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-17 01:02:33,200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:15:59,100,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:19:23,100,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:21:56,100,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:23:15,100,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:28:05,200,100.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:30:55,100,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:33:00,100,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 01:34:40,100,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0
2023-10-17 01:44:00,300,200.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0
2023-10-17 01:47:02,100,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-17 07:10:07,100,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0,0.0
2023-10-17 07:36:52,100,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0,100.0
2023-10-17 07:40:56,16,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,-100.0
2023-10-17 07:43:03,100,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0
2023-10-17 07:45:38,12,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-17 07:47:01,100,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0,0.0
2023-10-17 07:52:23,16,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0,100.0
2023-10-17 08:03:10,100,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0,-100.0
2023-10-17 08:13:45,100,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0,0.0
2023-10-17 08:15:04,100,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0,0.0
2023-10-17 08:23:24,100,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0,200.0
2023-10-17 08:26:15,200,100.0,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0,-200.0
2023-10-17 08:30:04,100,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0,0.0
2023-10-17 08:35:24,100,0.0,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0,0.0
2023-10-17 08:50:38,100,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0,-84.0
2023-10-17 08:52:15,100,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0,84.0
2023-10-17 09:41:48,100,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0,88.0,-88.0
2023-10-17 10:15:17,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0,88.0
2023-10-17 10:19:42,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,84.0,-84.0
2023-10-17 10:34:29,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,84.0
2023-10-17 10:42:55,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0
2023-10-17 10:48:35,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-17 10:53:05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0
2023-10-17 10:57:53,200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0
2023-10-17 11:23:11,100,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0
2023-10-17 11:25:40,100,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 12:06:02,100,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 12:26:12,100,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 12:49:27,100,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 12:52:23,100,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 12:56:58,100,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-10-17 12:59:35,300,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0,0.0
2023-10-18 07:10:24,100,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0,0.0
2023-10-18 07:25:05,200,100.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0,0.0
2023-10-18 07:33:33,100,-100.0,100.0,-200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,100.0,0.0
