Model,MSE,RMSE,MAE,R2,SKU,Percent Change,Difference
Least Squares Regression,0.11533143789349834,0.3396048260750991,0.14729419703103908,-0.2814604210388705,0067571-S,,
Weighted Moving Average,0.0994031221303948,0.3152826067679516,0.25757575757575746,-0.10447913478216453,0067571-S,,
Linear Smoothing,0.20282708268818914,0.4503632785742962,0.4487179430563598,-1.2536342520909907,0067571-S,,
Second Degree Approximation,0.4155315259116281,0.6446173484414053,0.5169472029549047,-3.6170169545736464,0067571-S,,
Exponential Smoothing w/ Trend & Seasonality,2.1063497413249483,1.4513268898924696,1.1374744611148597,-0.7727103739013406,0040025-X,,
Moving Average,1.2698412698412695,1.126872339638022,0.7936507936507935,-0.06870229007633588,0040025-X,,
Linear Regression,1.471279563715541,1.2129631337000895,0.951312251808354,-0.23823337327968264,0040025-X,,
Least Squares Regression,1.4712795637155418,1.2129631337000897,0.9513122518083541,-0.2382333732796833,0040025-X,,
Weighted Moving Average,1.4513642922733831,1.204725816222672,0.9343434343434344,-0.2214726200239736,0040025-X,,
Linear Smoothing,1.2631803222911233,1.123912951385081,0.786281235866107,-0.06309641627936169,0040025-X,,
Second Degree Approximation,1.2604374568610917,1.122692057895259,0.6345692149297855,-0.06078801235828535,0040025-X,,
Exponential Smoothing w/ Trend & Seasonality,5.090393561941669,2.2561900544815963,1.8429294749031209,-3.6190608247248477,0020376-F,,
Moving Average,2.1259920634920633,1.4580782089764812,1.2499999999999998,-0.9291409465020573,0020376-F,,
Linear Regression,3.5064835164835157,1.8725606843260156,1.5516483516483517,-2.1818091168091156,0020376-F,,
Least Squares Regression,3.506483516483519,1.8725606843260163,1.5516483516483521,-2.1818091168091183,0020376-F,,
Weighted Moving Average,2.1725042634133547,1.4739417435615814,1.25974025974026,-0.9713464612454514,0020376-F,,
Linear Smoothing,1.497142856226782,1.2235778913607347,1.0857142854019874,-0.35851851768726495,0020376-F,,
Second Degree Approximation,1.5410642949182036,1.2413961071786086,1.1283962414397195,-0.39837315649985117,0020376-F,,
Exponential Smoothing w/ Trend & Seasonality,5.048138412882984,2.2468062695486193,1.716659688901576,0.0,0984311-F,,
Moving Average,0.0,0.0,0.0,1.0,0984311-F,,
Linear Regression,198.07123458272787,14.073778262525236,13.790067926812732,0.0,0984311-F,,
Least Squares Regression,198.0712345827266,14.073778262525192,13.790067926812684,0.0,0984311-F,,
Weighted Moving Average,0.0,0.0,0.0,1.0,0984311-F,,
Linear Smoothing,0.0010601516864337539,0.032559970614755684,0.032559970614755684,0.0,0984311-F,,
Second Degree Approximation,2.8560016262850136,1.689970895099976,1.3208380440567293,0.0,0984311-F,,
Exponential Smoothing w/ Trend & Seasonality,13.34728361107642,3.6533934377611756,2.868126570242909,-0.10973050185628086,0032823-S,,
Moving Average,12.565277777777782,3.54475355670571,2.8916666666666666,-0.044712349014988995,0032823-S,,
Linear Regression,12.284635227388762,3.504944397189314,2.7288022104477796,-0.021378942206506713,0032823-S,,
Least Squares Regression,12.284635227388767,3.5049443971893144,2.728802210447781,-0.021378942206507157,0032823-S,,
Weighted Moving Average,13.567355371900826,3.6833891149185995,3.1454545454545455,-0.1280278837581228,0032823-S,,
Linear Smoothing,12.28136096607031,3.5044772742978814,2.3192307653953237,-0.021106710959909236,0032823-S,,
Second Degree Approximation,13.201073469325289,3.633328153267372,3.0030190412518856,-0.09757418161091547,0032823-S,,
Exponential Smoothing w/ Trend & Seasonality,1.3993058817750408,1.1829226017686199,0.7720034295733968,-3.9279902792947086,0005209-S,,
Moving Average,0.2847222222222222,0.5335936864527374,0.3888888888888889,-0.0027173913043476716,0005209-S,,
Linear Regression,0.33246341804942936,0.5765964082869658,0.5170117322291234,-0.17084942878277287,0005209-S,,
Least Squares Regression,0.33246341804942864,0.5765964082869651,0.5170117322291224,-0.1708494287827702,0005209-S,,
Weighted Moving Average,0.31343740434649525,0.5598548064869099,0.4848484848484848,-0.10384477182896146,0005209-S,,
Linear Smoothing,0.5663376285027584,0.752554070152277,0.7246376964385107,-0.9944933873358008,0005209-S,,
Second Degree Approximation,1.566006974637478,1.251402003609343,1.0900491453341015,-4.5150680411145965,0005209-S,,
Exponential Smoothing w/ Trend & Seasonality,1.4744185966630816e-30,1.2142563965913795e-15,1.0573552615477681e-15,0.0,0069798-S,,
Moving Average,0.0,0.0,0.0,1.0,0069798-S,,
Linear Regression,0.0,0.0,0.0,1.0,0069798-S,,
Least Squares Regression,1.9721522630525295e-31,4.440892098500626e-16,4.440892098500626e-16,0.0,0069798-S,,
Weighted Moving Average,0.0,0.0,0.0,1.0,0069798-S,,
Linear Smoothing,0.0,0.0,0.0,1.0,0069798-S,,
Second Degree Approximation,0.0,0.0,0.0,1.0,0069798-S,,
Exponential Smoothing w/ Trend & Seasonality,14.779330278394616,3.8443894545681263,2.019998995743525,-0.07616482609669539,0027478-S,,
Moving Average,16.24027777777778,4.029922800473699,2.1388888888888897,-0.18254449838187736,0027478-S,,
Linear Regression,15.691770874072011,3.961283993110316,2.1995980600244036,-0.14260467529650578,0027478-S,,
Least Squares Regression,15.691770874072006,3.9612839931103156,2.199598060024404,-0.14260467529650533,0027478-S,,
Weighted Moving Average,16.312764003673095,4.03890628805288,2.131313131313131,-0.18782262162668162,0027478-S,,
Linear Smoothing,15.732144280497872,3.966376719437763,2.19540229793028,-0.14554448644401985,0027478-S,,
Second Degree Approximation,17.952997314029325,4.237097746574809,2.113634173100782,-0.30725708597300905,0027478-S,,
Exponential Smoothing w/ Trend & Seasonality,242.37863286526363,15.568514150851508,13.572839868688806,-0.30479453523505384,0290504-F,,
Moving Average,187.2,13.682105101189656,10.8,-0.007751937984496138,0290504-F,,
Linear Regression,194.03385340509487,13.929603490591356,11.197035647279549,-0.04454055450632466,0290504-F,,
Least Squares Regression,194.03385340509493,13.929603490591358,11.19703564727955,-0.04454055450632488,0290504-F,,
Weighted Moving Average,196.95206611570254,14.033961169808848,12.618181818181819,-0.060250140588407275,0290504-F,,
Linear Smoothing,233.36993935521667,15.27645048285814,11.939999121089818,-0.2562981231439312,0290504-F,,
Second Degree Approximation,215.31391114607317,14.673578675499483,11.55295264427485,-0.15909728222476938,0290504-F,,
Exponential Smoothing w/ Trend & Seasonality,6.5070462454161735,2.550891264914319,2.123791696203974,-0.1474029618448871,0029205-S,,
Moving Average,5.990259740259741,2.4475007130253794,2.0064935064935066,-0.056276766595288796,0029205-S,,
Linear Regression,6.240311101283522,2.4980614686759655,2.1463621077279926,-0.10036891861497721,0029205-S,,
Least Squares Regression,6.240311101283521,2.4980614686759655,2.146362107727992,-0.10036891861497721,0029205-S,,
Weighted Moving Average,5.684769775678866,2.384275524279622,1.5194805194805188,-0.0024089935760167602,0029205-S,,
Linear Smoothing,6.059706468968208,2.461647104880837,2.048237443424599,-0.06852247366501585,0029205-S,,
Second Degree Approximation,6.571289192277095,2.5634525921649294,2.2944441092121104,-0.15873107366794215,0029205-S,,
Exponential Smoothing w/ Trend & Seasonality,21.18307367687287,4.602507325021099,2.7121202115779277,-0.30506716644685206,0078931-S,,
Moving Average,20.111111111111118,4.484541349024571,2.5757575757575757,-0.23902466621407603,0078931-S,,
Linear Regression,20.70579896011187,4.550362508648281,2.506176750079189,-0.2756627668908027,0078931-S,,
Least Squares Regression,20.705798960111874,4.550362508648281,2.506176750079189,-0.27566276689080293,0078931-S,,
Weighted Moving Average,20.47750229568411,4.525207431232751,2.5840220385674932,-0.2615976465263634,0078931-S,,
Linear Smoothing,17.495159716465295,4.182721568125865,2.592017742039037,-0.07785861796960347,0078931-S,,
Second Degree Approximation,26.37920183781241,5.1360687142806425,3.2907676554868854,-0.625195225242007,0078931-S,,
Exponential Smoothing w/ Trend & Seasonality,2.4565654377722357,1.5673434332564882,1.4226281831791356,-2.2925693825638342,0060709-S,,
Moving Average,1.0173611111111112,1.0086432030758503,0.9791666666666667,-0.3635834787667249,0060709-S,,
Linear Regression,0.8599994926044954,0.9273615759802082,0.8923051075268817,-0.15266947699869537,0060709-S,,
Least Squares Regression,0.8599994926044946,0.9273615759802077,0.8923051075268811,-0.15266947699869426,0060709-S,,
Weighted Moving Average,0.7515495867768593,0.8669195964891204,0.8011363636363635,-0.00731253515641872,0060709-S,,
Linear Smoothing,1.7725017976984572,1.3313533707090905,1.2253089915544035,-1.375709215763377,0060709-S,,
Second Degree Approximation,4.211399660275986,2.0521695008638994,1.7990549175727315,-4.644598497542683,0060709-S,,
Exponential Smoothing w/ Trend & Seasonality,0.05761495340333696,0.2400311509019964,0.07763734247128322,-0.13028586605089587,0056114-A,,
Moving Average,0.05152224824355972,0.22698512780259353,0.0234192037470726,-0.01075962986873269,0056114-A,,
Linear Regression,0.053783033287619506,0.23191169286523589,0.04678306476017449,-0.0551115425326425,0056114-A,,
Least Squares Regression,0.05378303328761957,0.23191169286523602,0.04678306476017508,-0.05511154253264361,0056114-A,,
Weighted Moving Average,0.05152224824355972,0.22698512780259353,0.0234192037470726,-0.01075962986873269,0056114-A,,
Linear Smoothing,0.051366864452026297,0.22664259187545993,0.026894474679807913,-0.007711322215784744,0056114-A,,
Percent Over Last Year,,,,,0056114-A,1.3513513513513513,
Calculated Percent Over Last Year,,,,,0056114-A,1.3513513513513566,
Last Year to This Year,,,,,0056114-A,,5.0
Second Degree Approximation,0.050804823023325056,0.22539925249060844,0.04982921574519483,0.0033147646847605516,0056114-A,,
Exponential Smoothing w/ Trend & Seasonality,8.184440633522556,2.8608461394354214,2.297982140651894,-0.5819765441792799,0020389-S,,
Moving Average,5.353535353535355,2.313770808341949,2.0606060606060606,-0.03478878239261651,0020389-S,,
Linear Regression,5.877638288929301,2.42438410507273,2.017269316049804,-0.13609302389847522,0020389-S,,
Least Squares Regression,5.877638288929304,2.4243841050727304,2.017269316049804,-0.13609302389847566,0020389-S,,
Weighted Moving Average,5.505050505050505,2.3462844041271946,2.046831955922865,-0.06407525736599218,0020389-S,,
Linear Smoothing,5.5528977290682935,2.3564587263663865,2.043181818049304,-0.07332368245569265,0020389-S,,
Second Degree Approximation,5.990518183216886,2.4475535097760144,2.3620251699519996,-0.1579116616122096,0020389-S,,
Exponential Smoothing w/ Trend & Seasonality,1.4744185966630816e-30,1.2142563965913795e-15,1.0573552615477681e-15,0.0,0038166-S,,
Moving Average,0.0,0.0,0.0,1.0,0038166-S,,
Linear Regression,0.0,0.0,0.0,1.0,0038166-S,,
Least Squares Regression,2.9464893930130054e-31,5.428157507859371e-16,5.392511833893617e-16,0.0,0038166-S,,
Weighted Moving Average,0.0,0.0,0.0,1.0,0038166-S,,
Linear Smoothing,0.0,0.0,0.0,1.0,0038166-S,,
Second Degree Approximation,0.0,0.0,0.0,1.0,0038166-S,,
Exponential Smoothing w/ Trend & Seasonality,14.127746310444381,3.7586894405423257,2.7942928328711543,0.08303215579253309,0073759-S,,
Moving Average,17.28724747474747,4.157793582508332,2.5530303030303028,-0.12203671419844109,0073759-S,,
Linear Regression,15.426057148121146,3.927601958972058,2.8151911110729917,-0.0012353036999643852,0073759-S,,
Least Squares Regression,15.426057148121146,3.927601958972058,2.815191111072993,-0.0012353036999643852,0073759-S,,
Weighted Moving Average,15.95821854912764,3.9947739046318556,2.648760330578513,-0.03577548314037515,0073759-S,,
Linear Smoothing,15.423656544819357,3.9272963403363588,2.8160676290984963,-0.0010794914432841196,0073759-S,,
Second Degree Approximation,18.19541139825325,4.265607975219154,2.699769464076099,-0.18098150955539394,0073759-S,,
Exponential Smoothing w/ Trend & Seasonality,60.294364736834076,7.764944606166491,5.674953972181522,0.0,0140714-F,,
Moving Average,17.36111111111109,4.166666666666664,4.166666666666664,0.0,0140714-F,,
Linear Regression,22.902149121525834,4.785618990425986,4.784555052790345,0.0,0140714-F,,
Least Squares Regression,22.90214912152568,4.78561899042597,4.784555052790328,0.0,0140714-F,,
Weighted Moving Average,9.18273645546373,3.0303030303030303,3.030303030303031,0.0,0140714-F,,
Linear Smoothing,15.397343266442734,3.923944860270431,3.9239448602704314,0.0,0140714-F,,
Second Degree Approximation,34.756772140322646,5.895487438738432,5.880454196192267,0.0,0140714-F,,
Exponential Smoothing w/ Trend & Seasonality,0.11071138638550061,0.3327332060157216,0.2492015388189217,-1.110028775817776,0004780-S,,
Moving Average,0.09027777777777778,0.3004626062886658,0.2777777777777778,-0.7205882352941175,0004780-S,,
Linear Regression,0.06761020563755134,0.26001962548536856,0.13142324265226055,-0.2885709780333314,0004780-S,,
Least Squares Regression,0.06761020563755155,0.260019625485369,0.1314232426522613,-0.2885709780333352,0004780-S,,
Weighted Moving Average,0.14738292011019308,0.38390483210060417,0.3787878787878791,-1.8089450656295618,0004780-S,,
Linear Smoothing,0.08024691106874081,0.28327885743334397,0.25308641305573665,-0.5294117168395307,0004780-S,,
Second Degree Approximation,0.3288019380796211,0.5734125374280031,0.5555360492655501,-5.266578113988072,0004780-S,,
Exponential Smoothing w/ Trend & Seasonality,1.4137047955823485,1.188993185675321,0.6756911035351084,0.010016116905731232,0024656-S,,
Moving Average,1.444444444444445,1.2018504251546633,0.675213675213675,-0.011510128913444051,0024656-S,,
Linear Regression,1.4079598034299028,1.1865748199881467,0.7267410951621478,0.014039198426849975,0024656-S,,
Least Squares Regression,1.4079598034299028,1.1865748199881467,0.7267410951621475,0.014039198426849975,0024656-S,,
Weighted Moving Average,1.4375927103199835,1.1989965430809146,0.6946386946386944,-0.006712022282087782,0024656-S,,
Linear Smoothing,1.4976783989684055,1.2237967147236528,0.9265962689190069,-0.04878860259251594,0024656-S,,
Second Degree Approximation,1.4411824794557655,1.2004925986676325,0.8222897450365312,-0.009225852326067763,0024656-S,,
Exponential Smoothing w/ Trend & Seasonality,2.1016847816434137,1.4497188629673734,1.1099662522370055,-0.09105096674734159,0036036-S,,
Moving Average,1.9592123769338963,1.3997186777827522,0.9578059071729955,-0.017089040462854976,0036036-S,,
Linear Regression,2.1509915377406603,1.4666259024511534,1.1263771326008207,-0.11664766154046391,0036036-S,,
Least Squares Regression,2.1509915377406608,1.4666259024511537,1.1263771326008207,-0.11664766154046413,0036036-S,,
Weighted Moving Average,1.937624228475783,1.3919857141780525,0.7865362485615651,-0.00588195058370955,0036036-S,,
Linear Smoothing,1.9664870361412912,1.4023148848034421,0.9691381138413312,-0.020865545879037883,0036036-S,,
Second Degree Approximation,1.8803487252258007,1.371258081188877,0.8352137979131654,0.023851572605704696,0036036-S,,
Exponential Smoothing w/ Trend & Seasonality,21.539230464404273,4.641037649535314,3.141177024525613,-0.3193805858865697,0075564-S,,
Moving Average,20.483660130718956,4.525887772660625,3.098039215686274,-0.25472186896519244,0075564-S,,
Linear Regression,19.57902604347952,4.424819323258241,3.0366111829347124,-0.1993087169490424,0075564-S,,
Least Squares Regression,19.579026043479523,4.424819323258242,3.036611182934712,-0.19930871694904262,0075564-S,,
Weighted Moving Average,19.60839680224707,4.4281369448388865,3.031194295900178,-0.20110781599181937,0075564-S,,
Linear Smoothing,21.613568601012357,4.649039535324728,3.1746323610465415,-0.3239341512701508,0075564-S,,
Second Degree Approximation,19.746599194383787,4.443714571660042,3.0481630008195477,-0.20957337159324196,0075564-S,,
Exponential Smoothing w/ Trend & Seasonality,8.905500062846579e-31,9.43689570931383e-16,8.187894806610529e-16,0.0,0058674-A,,
Moving Average,0.0,0.0,0.0,1.0,0058674-A,,
Linear Regression,0.0,0.0,0.0,1.0,0058674-A,,
Least Squares Regression,7.672904898438748e-31,8.759511914735174e-16,8.743006318923108e-16,0.0,0058674-A,,
Weighted Moving Average,0.0,0.0,0.0,1.0,0058674-A,,
Linear Smoothing,0.0,0.0,0.0,1.0,0058674-A,,
Second Degree Approximation,0.0,0.0,0.0,1.0,0058674-A,,
Exponential Smoothing w/ Trend & Seasonality,0.30709875577398954,0.5541649174875558,0.43057190887658003,-1.8077600527907616,0069809-F,,
Moving Average,0.125,0.3535533905932738,0.3125,-0.1428571428571428,0069809-F,,
Linear Regression,0.1324272196769034,0.36390550926978754,0.3332569648093842,-0.21076315133168833,0069809-F,,
Least Squares Regression,0.13242721967690352,0.36390550926978765,0.3332569648093845,-0.2107631513316892,0069809-F,,
Weighted Moving Average,0.15932047750229567,0.3991496931005906,0.3863636363636363,-0.45664436573527456,0069809-F,,
Linear Smoothing,0.10937500000000004,0.3307189138830739,0.2187499947495486,-4.440892098500626e-16,0069809-F,,
Second Degree Approximation,0.11076662263598035,0.332816199479503,0.22627813955494228,-0.0127234069575346,0069809-F,,
Exponential Smoothing w/ Trend & Seasonality,0.00025890133188115685,0.016090411178125836,0.013436526276222202,0.0,0004657-X,,
Moving Average,0.0,0.0,0.0,1.0,0004657-X,,
Linear Regression,4.653315685500648e-05,0.006821521593823952,0.006696516364657931,0.0,0004657-X,,
Least Squares Regression,4.6533156855003395e-05,0.006821521593823727,0.006696516364657701,0.0,0004657-X,,
Weighted Moving Average,0.0,0.0,0.0,1.0,0004657-X,,
Linear Smoothing,1.9753019620512858e-05,0.004444436929523565,0.004444436929523565,0.0,0004657-X,,
Second Degree Approximation,6.43424010400353e-07,0.0008021371518639147,0.0006511992348311379,0.0,0004657-X,,
Exponential Smoothing w/ Trend & Seasonality,6.199030055226643,2.489785142382098,2.15415069068814,-0.9073938631466594,0076612-S,,
Moving Average,3.944444444444445,1.986062547968831,1.9166666666666667,-0.2136752136752138,0076612-S,,
Linear Regression,3.6192585755276223,1.9024349070408748,1.8022803114571744,-0.1136180232392685,0076612-S,,
Least Squares Regression,3.619258575527622,1.9024349070408748,1.8022803114571744,-0.11361802323926828,0076612-S,,
Weighted Moving Average,5.410009182736457,2.325942643905145,2.2348484848484853,-0.664618210072756,0076612-S,,
Linear Smoothing,3.2599999994536653,1.8055470083754854,1.5499999986341633,-0.003076922908820112,0076612-S,,
Second Degree Approximation,3.4161901555089,1.8482938498812627,1.703380740505323,-0.051135432464276764,0076612-S,,
Exponential Smoothing w/ Trend & Seasonality,0.062353920077624234,0.2497076692407028,0.16329000747336478,-0.12626768140208755,86759NP-X,,
Moving Average,0.09191176470588236,0.30316953129541624,0.27941176470588236,-0.6601562499999998,86759NP-X,,
Linear Regression,0.05844400096142623,0.24175194096723657,0.15964483605634064,-0.05564476736576118,86759NP-X,,
Least Squares Regression,0.058444000961426254,0.2417519409672366,0.15964483605634083,-0.05564476736576163,86759NP-X,,
Weighted Moving Average,0.0837384540593096,0.28937597353496647,0.2593582887700533,-0.5125258264462795,86759NP-X,,
Linear Smoothing,0.05536649920021272,0.2353008695271072,0.11229946114355291,-5.739180384223275e-05,86759NP-X,,
Second Degree Approximation,0.1021439412070253,0.31959965770792886,0.29619634978208215,-0.8449749380518943,86759NP-X,,
Exponential Smoothing w/ Trend & Seasonality,4.833877679896057,2.198608123312578,1.469141246064291,-0.20846941997401425,0038222-S,,
Moving Average,4.840277777777777,2.2000631304073472,1.3796296296296298,-0.2100694444444442,0038222-S,,
Linear Regression,4.556023650562955,2.1344843992315696,1.3976865428478331,-0.1390059126407388,0038222-S,,
Least Squares Regression,4.556023650562955,2.1344843992315696,1.3976865428478331,-0.1390059126407388,0038222-S,,
Weighted Moving Average,4.969926538108357,2.229333204818956,1.3720538720538722,-0.24248163452708926,0038222-S,,
Linear Smoothing,4.8594835240561185,2.2044236262697146,1.3784722211968037,-0.21487088101402962,0038222-S,,
Second Degree Approximation,5.090867279179682,2.2562950337178163,1.3699177496022847,-0.2727168197949206,0038222-S,,
Exponential Smoothing w/ Trend & Seasonality,0.6397311529965873,0.79983195297299,0.5133259471799019,-0.2551247077813479,0026598-S,,
Moving Average,0.5098684210526315,0.7140507132218492,0.4342105263157895,-0.00033967391304345895,0026598-S,,
Linear Regression,0.5284013186511297,0.726912180838325,0.5351548728280031,-0.03670041322314033,0026598-S,,
Least Squares Regression,0.5284013186511297,0.726912180838325,0.5351548728280031,-0.03670041322314033,0026598-S,,
Weighted Moving Average,0.5123000338311343,0.7157513771073963,0.40829346092503976,-0.005110392462171154,0026598-S,,
Linear Smoothing,0.5159279779037771,0.7182812665688679,0.4972299171767548,-0.012228260995997386,0026598-S,,
Second Degree Approximation,0.6606581830639954,0.8128088231952182,0.4089281071552538,-0.29618263090273,0026598-S,,
Exponential Smoothing w/ Trend & Seasonality,0.26785674617691657,0.5175487862771166,0.44689631309861144,-2.7723158419915737,0004813-S,,
Moving Average,0.13675213675213674,0.3698001308168194,0.35897435897435886,-0.9259259259259252,0004813-S,,
Linear Regression,0.06747125131644441,0.2597522883757608,0.17745897063749053,0.04977987729340827,0004813-S,,
Least Squares Regression,0.06747125131644433,0.25975228837576064,0.1774589706374902,0.04977987729340938,0004813-S,,
Weighted Moving Average,0.07120152574698027,0.2668361402564883,0.153846153846154,-0.002754820936638591,0004813-S,,
Linear Smoothing,0.5240384632203757,0.7239050098047227,0.7115384625956648,-6.38020835702029,0004813-S,,
Second Degree Approximation,0.5266939727060655,0.725736848110984,0.7126027330287533,-6.417606782277088,0004813-S,,
